host_time_s,chA_raw,chB_env
1784845429.7772,700,1993
1784845429.7792,2010,2020
1784845429.7812,1908,2017
1784845429.7832,1869,2017
1784845429.7852,1833,2037
1784845429.7872,1830,2014
1784845429.7892,1816,2004
1784845429.7912,1781,2005
1784845429.7933,1781,2019
1784845429.7953,1833,2004
1784845429.7973,1923,2023
1784845429.7993,1876,2019
1784845429.8013,1845,2042
1784845429.8033,1843,2019
1784845429.8053,1842,2016
1784845429.8073,1810,1997
1784845429.8093,1779,2010
1784845429.8114,1786,2014
1784845429.8134,1779,2014
1784845429.8154,1773,2012
1784845429.8174,1761,1987
1784845429.8194,689,2007
1784845429.8214,1932,2014
1784845429.8234,1889,2003
1784845429.8254,1823,2002
1784845429.8274,1806,2007
1784845429.8295,1822,2007
1784845429.8315,1815,2006
1784845429.8335,1782,2017
1784845429.8355,1838,2002
1784845429.8375,1903,2004
1784845429.8395,1899,2000
1784845429.8415,1870,1996
1784845429.8435,1835,1996
1784845429.8455,1841,1998
1784845429.8476,1826,2024
1784845429.8496,1798,2000
1784845429.8516,1776,2005
1784845429.8536,1774,2003
1784845429.8556,681,1993
1784845429.8576,1922,2002
1784845429.8596,1868,1978
1784845429.8616,1873,2007
1784845429.8636,1880,2017
1784845429.8656,1842,1994
1784845429.8677,1803,2000
1784845429.8697,1789,2004
1784845429.8717,1790,2000
1784845429.8737,1776,2004
1784845429.8757,1811,1999
1784845429.8777,1876,2000
1784845429.8797,1891,1994
1784845429.8817,1857,1995
1784845429.8837,1819,1994
1784845429.8858,1822,1994
1784845429.8878,1838,1992
1784845429.8898,1807,1991
1784845429.8918,1753,1990
1784845429.8938,1753,1991
1784845429.8958,1873,1998
1784845429.8978,1901,2036
1784845429.8998,1879,2037
1784845429.9018,1843,2031
1784845429.9039,1832,2031
1784845429.9059,1831,2032
1784845429.9079,1816,2028
1784845429.9099,1767,1990
1784845429.9119,1777,2030
1784845429.9139,1787,2047
1784845429.9159,913,2028
1784845429.9179,1885,2026
1784845429.9199,1876,2021
1784845429.9220,1889,2022
1784845429.9240,1848,2023
1784845429.9260,1812,2011
1784845429.9280,1802,2017
1784845429.9300,1815,2015
1784845429.9320,1806,2014
1784845429.9340,1767,2017
1784845429.9360,1814,2018
1784845429.9380,1899,2022
1784845429.9401,1900,2012
1784845429.9421,1855,2018
1784845429.9441,1831,2003
1784845429.9461,1834,2021
1784845429.9481,1831,2010
1784845429.9501,1805,1996
1784845429.9521,1770,2014
1784845429.9541,1764,2019
1784845429.9561,1846,2009
1784845429.9582,1907,2033
1784845429.9602,1882,2024
1784845429.9622,1882,2039
1784845429.9642,1858,2028
1784845429.9662,1831,2025
1784845429.9678,1788,2021
1784845429.9695,1788,2023
1784845429.9711,1801,2005
1784845429.9727,1782,2022
1784845429.9744,1826,2017
1784845429.9760,1898,2019
1784845429.9780,1901,2016
1784845429.9800,1882,2016
1784845429.9819,1841,2013
1784845429.9839,1820,2013
1784845429.9859,1814,2013
1784845429.9879,1809,2004
1784845429.9900,1788,2010
1784845429.9922,1774,2004
1784845429.9944,1837,2007
1784845429.9965,1920,2026
1784845429.9987,1879,2031
1784845430.0100,1845,2027
1784845430.0101,1841,2019
1784845430.0103,1841,2030
1784845430.0104,1812,2023
1784845430.0105,1792,2024
1784845430.0106,1785,2028
1784845430.0126,1757,2034
1784845430.0145,1838,2024
1784845430.0165,1922,2026
1784845430.0185,1895,2023
1784845430.0205,1901,2015
1784845430.0225,1875,2022
1784845430.0244,1822,2022
1784845430.0264,1804,2019
1784845430.0283,1805,2012
1784845430.0302,1803,2015
1784845430.0322,1759,2080
1784845430.0341,1776,2011
1784845430.0362,1902,2007
1784845430.0382,1888,2020
1784845430.0403,1851,2008
1784845430.0423,1819,2006
1784845430.0443,1825,2008
1784845430.0464,1831,2008
1784845430.0481,1808,2003
1784845430.0498,1781,2012
1784845430.0516,1777,2007
1784845430.0533,1840,2000
1784845430.0550,1888,2017
1784845430.0568,1862,2020
1784845430.0593,1867,2014
1784845430.0619,1870,1956
1784845430.0645,1811,2013
1784845430.0670,1785,2016
1784845430.0696,1781,2023
1784845430.0714,1793,2011
1784845430.0732,1785,2012
1784845430.0751,1815,2014
1784845430.0769,1908,2008
1784845430.0787,1910,2005
1784845430.0805,1888,2028
1784845430.0843,1844,2008
1784845430.0881,1808,2027
1784845430.0919,1810,2012
1784845430.0956,1811,2022
1784845430.0994,1785,2005
1784845430.1032,1760,2014
1784845430.1037,1842,1969
1784845430.1041,1890,2024
1784845430.1045,1873,2025
1784845430.1050,1838,2026
1784845430.1054,1848,2028
1784845430.1059,1845,1992
1784845430.1075,1818,2018
1784845430.1092,1785,2014
1784845430.1109,1785,2016
1784845430.1126,1798,2025
1784845430.1143,1852,2082
1784845430.1160,1889,2027
1784845430.1243,1870,2029
1784845430.1326,1861,2028
1784845430.1409,1840,2026
1784845430.1492,1823,2018
1784845430.1576,1809,2006
1784845430.1576,1814,2022
1784845430.1577,1805,2019
1784845430.1577,1773,2032
1784845430.1578,1803,2018
1784845430.1579,1914,2015
1784845430.1579,1903,2020
1784845430.1580,1851,2010
1784845430.1581,1834,2005
1784845430.1581,1840,2011
1784845430.1582,1826,2011
1784845430.1583,1779,2011
1784845430.1583,1751,2011
1784845430.1596,1763,2016
1784845430.1608,1847,2009
1784845430.1620,1915,2023
1784845430.1633,1880,2026
1784845430.1645,1868,2030
1784845430.1657,1884,2010
1784845430.1679,1847,2013
1784845430.1700,1801,2019
1784845430.1721,1776,2017
1784845430.1743,1777,2019
1784845430.1764,1762,2008
1784845430.1786,1406,2010
1784845430.1809,1885,2019
1784845430.1832,1888,2015
1784845430.1856,1876,2008
1784845430.1879,1841,1990
1784845430.1902,1813,2012
1784845430.1926,1831,2007
1784845430.1934,1814,2008
1784845430.1943,1776,2010
1784845430.1952,1748,2016
1784845430.1961,1825,2005
1784845430.1970,1898,2006
1784845430.1990,1888,2003
1784845430.2009,1861,2009
1784845430.2029,1845,2005
1784845430.2049,1843,1998
1784845430.2069,1808,2003
1784845430.2089,1774,2001
1784845430.2108,1769,1991
1784845430.2127,1787,2007
1784845430.2146,1775,2004
1784845430.2165,685,1986
1784845430.2184,1951,1994
1784845430.2203,1873,1997
1784845430.2224,1880,2005
1784845430.2245,1828,1991
1784845430.2266,1821,2002
1784845430.2287,1821,1992
1784845430.2308,1817,2008
1784845430.2329,1773,1996
1784845430.2356,1813,1989
1784845430.2383,1900,1994
1784845430.2411,1896,1985
1784845430.2438,1856,1973
1784845430.2466,1843,1994
1784845430.2493,1837,2005
1784845430.2526,1844,1989
1784845430.2560,1813,1985
1784845430.2593,1774,1990
1784845430.2626,1779,2021
1784845430.2659,1853,2003
1784845430.2693,1891,2018
1784845430.2695,1850,2011
1784845430.2697,1857,1989
1784845430.2699,1851,2010
1784845430.2701,1833,2003
1784845430.2704,1794,2012
1784845430.2719,1780,2009
1784845430.2734,1788,2003
1784845430.2749,1794,2015
1784845430.2764,1827,2003
1784845430.2779,1891,2008
1784845430.2794,1895,2001
1784845430.2812,1863,1976
1784845430.2831,1803,1999
1784845430.2849,1779,2003
1784845430.2867,1790,2008
1784845430.2886,1805,1999
1784845430.2904,1779,2004
1784845430.2923,1744,2000
1784845430.2942,1849,1998
1784845430.2962,1930,2013
1784845430.2981,1872,2015
1784845430.3000,1846,2016
1784845430.3019,1831,2007
1784845430.3040,1839,2014
1784845430.3061,1809,2012
1784845430.3081,1782,2006
1784845430.3102,1776,2007
1784845430.3122,1775,2005
1784845430.3143,684,2001
1784845430.3162,1903,2003
1784845430.3181,1865,1996
1784845430.3199,1841,2005
1784845430.3218,1818,2001
1784845430.3237,1817,2007
1784845430.3256,1832,1999
1784845430.3284,1835,1992
1784845430.3313,1805,2000
1784845430.3341,1775,1992
1784845430.3370,734,2005
1784845430.3398,1886,1995
1784845430.3482,1869,1994
1784845430.3483,1853,1986
1784845430.3485,1844,1993
1784845430.3486,1848,1992
1784845430.3488,1832,1992
1784845430.3490,1811,1991
1784845430.3509,1784,1993
1784845430.3527,1779,1993
1784845430.3546,1836,1990
1784845430.3565,1897,2006
1784845430.3584,1875,2000
1784845430.3603,1847,2000
1784845430.3623,1843,1993
1784845430.3643,1802,1998
1784845430.3664,1768,2001
1784845430.3684,1775,1995
1784845430.3704,1782,1997
1784845430.3724,1780,1996
1784845430.3744,1742,2006
1784845430.3764,1925,1991
1784845430.3784,1894,2011
1784845430.3803,1897,1994
1784845430.3823,1854,1990
1784845430.3843,1811,1986
1784845430.3861,1811,1989
1784845430.3878,1809,1986
1784845430.3896,1780,1990
1784845430.3914,1765,1985
1784845430.3931,1764,1970
1784845430.3949,1910,2001
1784845430.3974,1881,2014
1784845430.3999,1839,2013
1784845430.4025,1839,2010
1784845430.4050,1833,2024
1784845430.4075,1810,2006
1784845430.4106,1787,2007
1784845430.4136,1792,1979
1784845430.4167,1792,2004
1784845430.4197,1780,2004
1784845430.4228,1872,2003
1784845430.4258,1857,2000
1784845430.4267,1865,2011
1784845430.4275,1844,2000
1784845430.4284,1813,2039
1784845430.4292,1776,1999
1784845430.4301,1750,1990
1784845430.4309,1753,1997
1784845430.4328,1793,1997
1784845430.4346,1811,2005
1784845430.4365,1910,2013
1784845430.4383,1911,1992
1784845430.4402,1869,1992
1784845430.4420,1834,1992
1784845430.4444,1829,1989
1784845430.4468,1833,1989
1784845430.4491,1814,1988
1784845430.4515,1776,1984
1784845430.4539,1775,2003
1784845430.4563,1834,1990
1784845430.4580,1874,1955
1784845430.4598,1829,2012
1784845430.4615,1850,1962
1784845430.4633,1876,1995
1784845430.4650,1831,1990
1784845430.4760,1746,1983
1784845430.4761,1798,1985
1784845430.4762,1814,1990
1784845430.4764,1810,1985
1784845430.4765,1808,1986
1784845430.4766,1888,2003
1784845430.4790,1892,2001
1784845430.4814,1862,1994
1784845430.4837,1829,2003
1784845430.4861,1819,1974
1784845430.4885,1808,1992
1784845430.4908,1791,1992
1784845430.4924,1775,1957
1784845430.4940,1771,1994
1784845430.4956,1846,1989
1784845430.4972,1922,2065
1784845430.4989,1868,2031
1784845430.5005,1818,2016
1784845430.5025,1822,2035
1784845430.5044,1830,2000
1784845430.5064,1821,2017
1784845430.5084,1783,2017
1784845430.5104,1773,2020
1784845430.5124,1780,2030
1784845430.5141,1769,2012
1784845430.5159,1112,2029
1784845430.5176,1984,2016
1784845430.5193,1913,2006
1784845430.5211,1887,2017
1784845430.5228,1841,2018
1784845430.5252,1825,2019
1784845430.5276,1808,1994
1784845430.5300,1784,2008
1784845430.5324,1760,2022
1784845430.5348,1846,2006
1784845430.5368,1936,2050
1784845430.5387,1935,2054
1784845430.5407,1870,2051
1784845430.5427,1858,2036
1784845430.5446,1864,2045
1784845430.5466,1850,2042
1784845430.5486,1812,2037
1784845430.5505,1777,2038
1784845430.5525,1777,2038
1784845430.5545,1851,1988
1784845430.5565,1904,2034
1784845430.5584,1854,2036
1784845430.5603,1840,2034
1784845430.5623,1844,2033
1784845430.5642,1853,2030
1784845430.5661,1799,2022
1784845430.5681,1795,2030
1784845430.5700,1789,2029
1784845430.5721,1772,2032
1784845430.5742,689,2024
1784845430.5763,1985,2043
1784845430.5784,1924,2040
1784845430.5805,1898,2048
1784845430.5825,1840,2032
1784845430.5847,1814,2039
1784845430.5869,1803,2037
1784845430.5891,1808,2045
1784845430.5913,1747,2038
1784845430.5935,1729,2026
1784845430.5957,1691,2034
1784845430.5974,1922,2028
1784845430.5992,1896,2032
1784845430.6010,1851,2048
1784845430.6028,1841,2026
1784845430.6046,1844,2041
1784845430.6069,1818,2029
1784845430.6092,1784,2029
1784845430.6115,1779,2037
1784845430.6138,1790,2026
1784845430.6161,1777,2030
1784845430.6184,1744,2003
1784845430.6201,1719,2035
1784845430.6218,1989,2040
1784845430.6235,1883,1989
1784845430.6252,1866,2020
1784845430.6269,1844,2019
1784845430.6286,1853,2031
1784845430.6311,1843,2031
1784845430.6335,1805,2013
1784845430.6359,1825,2019
1784845430.6384,1917,2023
1784845430.6408,1917,2021
1784845430.6433,1878,2029
1784845430.6447,1843,1995
1784845430.6462,1853,2021
1784845430.6476,1854,2025
1784845430.6491,1785,2014
1784845430.6506,1738,2017
1784845430.6520,1774,2017
1784845430.6544,1881,2017
1784845430.6569,1937,2066
1784845430.6593,1887,2054
1784845430.6617,1864,2063
1784845430.6641,1843,1971
1784845430.6739,1837,2063
1784845430.6740,1800,2056
1784845430.6741,1786,2061
1784845430.6742,1805,2058
1784845430.6743,1795,2070
1784845430.6744,1831,2056
1784845430.6764,1877,2052
1784845430.6784,1883,2051
1784845430.6803,1881,2053
1784845430.6823,1837,2023
1784845430.6843,1812,2042
1784845430.6862,1824,2041
1784845430.6883,1816,2043
1784845430.6904,1789,2035
1784845430.6925,1754,2055
1784845430.6945,1826,2036
1784845430.6966,1900,2032
1784845430.6987,1877,2037
1784845430.7006,1843,2037
1784845430.7025,1840,2035
1784845430.7044,1841,2039
1784845430.7063,1817,2029
1784845430.7082,1772,2037
1784845430.7101,1776,2031
1784845430.7119,1793,2044
1784845430.7137,1842,2029
1784845430.7154,1900,2032
1784845430.7172,1878,2039
1784845430.7190,1873,2079
1784845430.7207,1854,2105
1784845430.7231,1821,2035
1784845430.7255,1791,2030
1784845430.7278,1796,2027
1784845430.7302,1798,2026
1784845430.7326,1771,2077
1784845430.7345,1783,2025
1784845430.7365,1906,2029
1784845430.7385,1909,2021
1784845430.7405,1874,2026
1784845430.7425,1843,2018
1784845430.7445,1828,2017
1784845430.7465,1827,2014
1784845430.7484,1812,2010
1784845430.7503,1769,2007
1784845430.7523,1761,2053
1784845430.7542,1851,2013
1784845430.7561,1906,2032
1784845430.7581,1869,2032
1784845430.7600,1865,2031
1784845430.7620,1858,2028
1784845430.7640,1847,2052
1784845430.7659,1804,2030
1784845430.7679,1784,2028
1784845430.7701,1780,2027
1784845430.7722,1779,2023
1784845430.7744,1828,2029
1784845430.7765,1890,2021
1784845430.7787,1904,2020
1784845430.7808,1896,2018
1784845430.7828,1846,2020
1784845430.7849,1817,2020
1784845430.7869,1822,2016
1784845430.7889,1815,2013
1784845430.7909,1785,2000
1784845430.8021,1771,2023
1784845430.8023,1834,1950
1784845430.8024,1943,2031
1784845430.8026,1886,2033
1784845430.8028,1840,2031
1784845430.8030,1822,2031
1784845430.8049,1802,2030
1784845430.8069,1812,2034
1784845430.8089,1795,2030
1784845430.8109,1780,2028
1784845430.8128,1799,2030
1784845430.8148,686,2022
1784845430.8175,1919,2027
1784845430.8202,1874,2026
1784845430.8229,1879,2021
1784845430.8256,1860,2033
1784845430.8283,1825,2018
1784845430.8310,1806,2019
1784845430.8322,1805,2017
1784845430.8333,1808,2020
1784845430.8345,1776,2020
1784845430.8357,1807,2014
1784845430.8369,1905,2012
1784845430.8380,1904,2013
1784845430.8401,1871,2009
1784845430.8422,1834,2015
1784845430.8443,1837,2008
1784845430.8464,1807,2011
1784845430.8485,1793,2009
1784845430.8506,1762,2003
1784845430.8527,1776,2022
1784845430.8548,1879,2008
1784845430.8569,1919,2044
1784845430.8590,1869,2042
1784845430.8611,1858,2031
1784845430.8721,1862,2039
1784845430.8723,1844,2035
1784845430.8725,1801,2031
1784845430.8726,1785,2045
1784845430.8728,1799,2033
1784845430.8730,1775,2028
1784845430.8749,1754,2030
1784845430.8768,1740,2031
1784845430.8788,1752,2028
1784845430.8807,691,2026
1784845430.8826,1923,2032
1784845430.8845,1863,2029
1784845430.8866,1859,2027
1784845430.8886,1840,2009
1784845430.8907,1822,2022
1784845430.8927,1791,2025
1784845430.8947,1866,2016
1784845430.8968,1951,2058
1784845430.8988,1914,2060
1784845430.9007,1876,2065
1784845430.9027,1854,2058
1784845430.9047,1852,2059
1784845430.9067,1837,2052
1784845430.9087,1801,2060
1784845430.9107,1801,2051
1784845430.9126,1808,2042
1784845430.9146,1788,2067
1784845430.9166,1983,2058
1784845430.9185,1881,2050
1784845430.9205,1894,2046
1784845430.9228,1855,2043
1784845430.9251,1831,2043
1784845430.9274,1837,2041
1784845430.9296,1839,2039
1784845430.9319,1828,2037
1784845430.9420,1777,2071
1784845430.9421,1795,2089
1784845430.9422,1903,2034
1784845430.9424,1892,2037
1784845430.9425,1860,2033
1784845430.9426,1823,2031
1784845430.9446,1831,2031
1784845430.9466,1819,2038
1784845430.9486,1809,2028
1784845430.9506,1771,2020
1784845430.9526,1766,2042
1784845430.9545,1846,2030
1784845430.9566,1903,2028
1784845430.9586,1858,2032
1784845430.9606,1852,2025
1784845430.9627,1851,2007
1784845430.9647,1840,2022
1784845430.9667,1799,2021
1784845430.9691,1780,2018
1784845430.9715,1791,2022
1784845430.9739,1785,2017
1784845430.9763,1809,2017
1784845430.9786,1879,2018
1784845430.9810,1879,2017
1784845430.9823,1879,2046
1784845430.9836,1839,2020
1784845430.9850,1808,2018
1784845430.9863,1815,2011
1784845430.9876,1815,2011
1784845430.9889,1773,2013
1784845430.9913,1760,2022
1784845430.9937,1817,2009
1784845430.9961,1909,2007
1784845430.9985,1878,2002
1784845431.0010,1843,2005
1784845431.0030,1841,2002
1784845431.0050,1839,2005
1784845431.0070,1815,2018
1784845431.0091,1777,2000
1784845431.0111,1767,2002
1784845431.0131,1796,2005
1784845431.0150,1881,2000
1784845431.0170,1905,2033
1784845431.0189,1878,2057
1784845431.0208,1868,2027
1784845431.0227,1855,2033
1784845431.0247,1810,2030
1784845431.0265,1753,2030
1784845431.0284,1765,2031
1784845431.0303,1807,2035
1784845431.0322,1783,2018
1784845431.0341,1766,2021
1784845431.0359,1887,2028
1784845431.0380,1903,2063
1784845431.0401,1889,2027
1784845431.0422,1850,2025
1784845431.0443,1853,2024
1784845431.0464,1840,2046
1784845431.0485,1795,2022
1784845431.0506,1768,2016
1784845431.0528,1747,2025
1784845431.0550,1856,2023
1784845431.0572,1896,2021
1784845431.0594,1856,2016
1784845431.0703,1840,2017
1784845431.0705,1848,2017
1784845431.0707,1841,2015
1784845431.0708,1808,2011
1784845431.0710,1786,2011
1784845431.0712,1797,2011
1784845431.0730,1783,2013
1784845431.0749,1823,2018
1784845431.0767,1883,2003
1784845431.0786,1888,2008
1784845431.0804,1877,2001
1784845431.0823,1840,2000
1784845431.0843,1811,1998
1784845431.0863,1809,2005
1784845431.0884,1818,2000
1784845431.0904,1787,2001
1784845431.0924,1761,2008
1784845431.0944,1823,2001
1784845431.0964,1913,2014
1784845431.0985,1874,2007
